### ### ###
### Full logger

### ### ###
#
#
# Robots
#
# id, x, y, orientation, groupId, LED_redValue, LED_greenValue, LED_blueValue, energyLevel, isAlive, isRegistered
#
#
148,555,55,48.7864,0,255,0,0,100,1,1
149,382,26,-48.7554,0,255,0,0,100,1,1
150,368,578,-73.787,0,255,0,0,100,1,1
151,74,520,-165.443,0,255,0,0,100,1,1
152,556,98,128.484,0,255,0,0,100,1,1
153,225,225,66.3084,0,255,0,0,100,1,1
154,344,537,-15.6018,0,255,0,0,100,1,1
155,576,427,153.151,0,255,0,0,100,1,1
156,541,213,103.806,0,255,0,0,100,1,1
157,467,437,-70.0276,0,255,0,0,100,1,1
158,352,108,155.402,0,255,0,0,100,1,1
159,112,181,-118.631,0,255,0,0,100,1,1
160,123,304,90.7986,0,255,0,0,100,1,1
161,474,94,24.4518,0,255,0,0,100,1,1
162,44,528,148.024,0,255,0,0,100,1,1
163,407,152,-133.16,0,255,0,0,100,1,1
164,27,367,-36.6755,0,255,0,0,100,1,1
165,69,347,-139.295,0,255,0,0,100,1,1
166,145,465,19.1143,0,255,0,0,100,1,1
167,397,325,-33.9268,0,255,0,0,100,1,1
168,565,215,-62.3932,0,255,0,0,100,1,1
169,449,391,166.073,0,255,0,0,100,1,1
170,234,459,172.647,0,255,0,0,100,1,1
171,570,526,18.2423,0,255,0,0,100,1,1
172,396,229,-121.402,0,255,0,0,100,1,1
173,435,185,92.6697,0,255,0,0,100,1,1
174,150,407,175.807,0,255,0,0,100,1,1
175,532,458,42.5506,0,255,0,0,100,1,1
176,77,243,172.678,0,255,0,0,100,1,1
177,159,109,-51.3974,0,255,0,0,100,1,1
178,146,541,-167.389,0,255,0,0,100,1,1
179,548,341,-16.6438,0,255,0,0,100,1,1
180,253,544,84.7506,0,255,0,0,100,1,1
181,371,402,-25.7574,0,255,0,0,100,1,1
182,523,353,13.3367,0,255,0,0,100,1,1
183,359,224,100.302,0,255,0,0,100,1,1
184,333,94,18.9709,0,255,0,0,100,1,1
185,357,90,101.106,0,255,0,0,100,1,1
186,326,455,153.919,0,255,0,0,100,1,1
187,254,320,-111.521,0,255,0,0,100,1,1
188,541,30,67.4249,0,255,0,0,100,1,1
189,150,423,75.7203,0,255,0,0,100,1,1
190,221,375,-166.536,0,255,0,0,100,1,1
191,44,366,108.743,0,255,0,0,100,1,1
192,348,306,-141.987,0,255,0,0,100,1,1
193,265,164,-54.3188,0,255,0,0,100,1,1
194,75,390,155.469,0,255,0,0,100,1,1
195,40,474,33.4208,0,255,0,0,100,1,1
196,447,233,-1.71753,0,255,0,0,100,1,1
197,432,317,26.548,0,255,0,0,100,1,1
198,325,127,-57.8362,0,255,0,0,100,1,1
199,340,326,-151.407,0,255,0,0,100,1,1
200,474,455,152.814,0,255,0,0,100,1,1
201,277,354,-12.1227,0,255,0,0,100,1,1
202,100,85,86.9289,0,255,0,0,100,1,1
203,230,179,-128.324,0,255,0,0,100,1,1
204,339,95,-90.2151,0,255,0,0,100,1,1
205,324,95,-78.8921,0,255,0,0,100,1,1
206,223,306,133.279,0,255,0,0,100,1,1
207,294,282,82.817,0,255,0,0,100,1,1
208,470,235,-33.7358,0,255,0,0,100,1,1
209,353,64,-86.6351,0,255,0,0,100,1,1
210,113,110,-96.852,0,255,0,0,100,1,1
211,378,63,152.375,0,255,0,0,100,1,1
212,506,256,-49.5508,0,255,0,0,100,1,1
213,313,43,50.2328,0,255,0,0,100,1,1
214,310,192,166.286,0,255,0,0,100,1,1
215,101,540,136.654,0,255,0,0,100,1,1
216,55,461,-8.71731,0,255,0,0,100,1,1
217,165,376,160.982,0,255,0,0,100,1,1
218,246,579,-122.573,0,255,0,0,100,1,1
219,97,251,143.028,0,255,0,0,100,1,1
220,124,483,142.953,0,255,0,0,100,1,1
221,406,348,-74.929,0,255,0,0,100,1,1
222,510,362,-83.2355,0,255,0,0,100,1,1
223,310,132,11.73,0,255,0,0,100,1,1
224,304,182,-21.0792,0,255,0,0,100,1,1
225,576,181,171.57,0,255,0,0,100,1,1
226,139,216,-143.358,0,255,0,0,100,1,1
227,543,355,34.2611,0,255,0,0,100,1,1
228,549,427,140.994,0,255,0,0,100,1,1
229,71,512,-65.2604,0,255,0,0,100,1,1
230,345,445,-67.5893,0,255,0,0,100,1,1
231,497,423,121.969,0,255,0,0,100,1,1
232,31,206,168.735,0,255,0,0,100,1,1
233,270,388,-100.546,0,255,0,0,100,1,1
234,388,297,2.11062,0,255,0,0,100,1,1
235,270,379,-48.9533,0,255,0,0,100,1,1
236,560,269,110.518,0,255,0,0,100,1,1
237,403,564,-3.38799,0,255,0,0,100,1,1
238,404,547,-17.2274,0,255,0,0,100,1,1
239,557,495,-49.5103,0,255,0,0,100,1,1
240,530,369,27.0915,0,255,0,0,100,1,1
241,120,512,-129.891,0,255,0,0,100,1,1
242,22,145,-89.5957,0,255,0,0,100,1,1
243,115,329,172.375,0,255,0,0,100,1,1
244,59,17,-112.623,0,255,0,0,100,1,1
245,536,522,0.721075,0,255,0,0,100,1,1
246,28,25,104.729,0,255,0,0,100,1,1
247,35,55,-111.697,0,255,0,0,100,1,1
248,488,546,72.5176,0,255,0,0,100,1,1
249,380,153,38.1086,0,255,0,0,100,1,1
250,207,312,-129.585,0,255,0,0,100,1,1
251,159,498,-173.168,0,255,0,0,100,1,1
252,504,477,172.653,0,255,0,0,100,1,1
253,113,559,4.87299,0,255,0,0,100,1,1
254,371,355,-139.807,0,255,0,0,100,1,1
255,108,293,-143.915,0,255,0,0,100,1,1
256,202,277,-101.092,0,255,0,0,100,1,1
257,581,544,70.6517,0,255,0,0,100,1,1
258,242,434,155.599,0,255,0,0,100,1,1
259,253,484,90.6954,0,255,0,0,100,1,1
260,473,35,142.233,0,255,0,0,100,1,1
261,536,198,109.46,0,255,0,0,100,1,1
262,289,119,92.6115,0,255,0,0,100,1,1
263,426,529,-87.9565,0,255,0,0,100,1,1
264,567,448,-61.9603,0,255,0,0,100,1,1
265,130,521,70.9741,0,255,0,0,100,1,1
266,108,574,-68.171,0,255,0,0,100,1,1
267,463,156,45.9858,0,255,0,0,100,1,1
268,553,392,-98.5737,0,255,0,0,100,1,1
269,481,308,-40.2075,0,255,0,0,100,1,1
270,225,63,57.6728,0,255,0,0,100,1,1
271,36,114,16.062,0,255,0,0,100,1,1
272,184,20,22.7395,0,255,0,0,100,1,1
273,586,89,-53.0441,0,255,0,0,100,1,1
274,576,150,-67.1934,0,255,0,0,100,1,1
275,166,246,-72.6758,0,255,0,0,100,1,1
276,425,255,115.63,0,255,0,0,100,1,1
277,26,312,136.544,0,255,0,0,100,1,1
278,177,116,45.9373,0,255,0,0,100,1,1
279,9,70,-166.956,0,255,0,0,100,1,1
280,458,428,179.392,0,255,0,0,100,1,1
281,376,87,141.256,0,255,0,0,100,1,1
282,449,470,150.067,0,255,0,0,100,1,1
283,250,510,175.206,0,255,0,0,100,1,1
284,234,523,-145.949,0,255,0,0,100,1,1
285,55,142,100.893,0,255,0,0,100,1,1
286,536,576,-0.886877,0,255,0,0,100,1,1
287,87,351,91.6696,0,255,0,0,100,1,1
288,470,522,-125.075,0,255,0,0,100,1,1
289,430,373,-14.2662,0,255,0,0,100,1,1
290,286,321,31.9824,0,255,0,0,100,1,1
291,517,401,162.141,0,255,0,0,100,1,1
292,225,481,148.2,0,255,0,0,100,1,1
293,502,354,1.24661,0,255,0,0,100,1,1
294,397,438,-99.0875,0,255,0,0,100,1,1
295,44,110,103.096,0,255,0,0,100,1,1
296,460,270,-137.664,0,255,0,0,100,1,1
297,356,485,-127.285,0,255,0,0,100,1,1
298,163,73,176.561,0,255,0,0,100,1,1
299,94,552,13.2428,0,255,0,0,100,1,1
300,93,235,88.6142,0,255,0,0,100,1,1
301,121,195,177.254,0,255,0,0,100,1,1
302,72,468,-120.9,0,255,0,0,100,1,1
303,53,432,-17.5965,0,255,0,0,100,1,1
304,9,54,-165.937,0,255,0,0,100,1,1
305,357,54,18.0607,0,255,0,0,100,1,1
306,572,497,141.154,0,255,0,0,100,1,1
307,198,186,133.295,0,255,0,0,100,1,1
308,208,151,-86.4294,0,255,0,0,100,1,1
309,311,149,-87.8168,0,255,0,0,100,1,1
310,45,227,-7.93891,0,255,0,0,100,1,1
311,484,114,-161.252,0,255,0,0,100,1,1
312,64,131,126.835,0,255,0,0,100,1,1
313,420,402,-100.74,0,255,0,0,100,1,1
314,358,178,-6.13687,0,255,0,0,100,1,1
315,358,129,14.1302,0,255,0,0,100,1,1
316,384,259,-73.7006,0,255,0,0,100,1,1
317,211,457,-3.88322,0,255,0,0,100,1,1
318,252,275,-69.0714,0,255,0,0,100,1,1
319,218,68,-62.6152,0,255,0,0,100,1,1
320,401,178,-147.31,0,255,0,0,100,1,1
321,236,242,-166.611,0,255,0,0,100,1,1
322,180,457,172.052,0,255,0,0,100,1,1
323,197,397,33.5901,0,255,0,0,100,1,1
324,256,262,106.234,0,255,0,0,100,1,1
325,376,393,-32.8046,0,255,0,0,100,1,1
326,76,256,154.722,0,255,0,0,100,1,1
327,138,201,71.5606,0,255,0,0,100,1,1
328,71,566,-154.716,0,255,0,0,100,1,1
329,334,257,-109.611,0,255,0,0,100,1,1
330,536,473,33.7426,0,255,0,0,100,1,1
331,64,464,80.5786,0,255,0,0,100,1,1
332,346,264,-67.2431,0,255,0,0,100,1,1
333,342,259,91.7357,0,255,0,0,100,1,1
334,499,324,112.698,0,255,0,0,100,1,1
335,486,539,108.845,0,255,0,0,100,1,1
336,367,92,-118.833,0,255,0,0,100,1,1
337,473,82,-39.6457,0,255,0,0,100,1,1
338,233,254,-153.272,0,255,0,0,100,1,1
339,23,455,-103.813,0,255,0,0,100,1,1
340,196,513,-28.51,0,255,0,0,100,1,1
341,424,465,92.8363,0,255,0,0,100,1,1
342,523,21,-164.365,0,255,0,0,100,1,1
343,110,407,30.1676,0,255,0,0,100,1,1
344,279,167,123.413,0,255,0,0,100,1,1
345,46,254,34.9568,0,255,0,0,100,1,1
346,51,333,114.954,0,255,0,0,100,1,1
347,151,582,30.5984,0,255,0,0,100,1,1
348,247,349,176.589,0,255,0,0,100,1,1
349,114,253,-107.174,0,255,0,0,100,1,1
350,350,401,148.928,0,255,0,0,100,1,1
351,367,18,-170.07,0,255,0,0,100,1,1
352,497,216,6.01062,0,255,0,0,100,1,1
353,335,501,85.7186,0,255,0,0,100,1,1
354,545,84,162.847,0,255,0,0,100,1,1
355,285,460,-94.4076,0,255,0,0,100,1,1
356,550,32,-63.3812,0,255,0,0,100,1,1
357,563,405,-50.7003,0,255,0,0,100,1,1
358,555,479,95.0273,0,255,0,0,100,1,1
359,452,386,67.0597,0,255,0,0,100,1,1
360,264,245,62.5741,0,255,0,0,100,1,1
361,268,336,82.97,0,255,0,0,100,1,1
362,318,83,85.7373,0,255,0,0,100,1,1
363,72,138,122.9,0,255,0,0,100,1,1
364,494,400,-33.2977,0,255,0,0,100,1,1
365,288,94,-101.322,0,255,0,0,100,1,1
366,156,190,-57.5163,0,255,0,0,100,1,1
367,413,391,-99.5565,0,255,0,0,100,1,1
368,93,304,-151.896,0,255,0,0,100,1,1
369,415,437,136.587,0,255,0,0,100,1,1
370,37,531,115.316,0,255,0,0,100,1,1
371,105,491,37.6076,0,255,0,0,100,1,1
372,526,235,172.41,0,255,0,0,100,1,1
373,46,376,89.8369,0,255,0,0,100,1,1
374,467,284,-91.8154,0,255,0,0,100,1,1
375,160,567,164.243,0,255,0,0,100,1,1
376,481,82,-51.0121,0,255,0,0,100,1,1
377,389,185,-83.9954,0,255,0,0,100,1,1
378,344,386,-139.384,0,255,0,0,100,1,1
379,149,222,78.151,0,255,0,0,100,1,1
380,14,415,-77.8241,0,255,0,0,100,1,1
381,490,23,21.9075,0,255,0,0,100,1,1
382,103,349,-112.139,0,255,0,0,100,1,1
383,174,575,-82.1451,0,255,0,0,100,1,1
384,148,559,103.569,0,255,0,0,100,1,1
385,340,402,172.329,0,255,0,0,100,1,1
386,23,518,139.366,0,255,0,0,100,1,1
387,399,512,177.179,0,255,0,0,100,1,1
388,116,428,114.489,0,255,0,0,100,1,1
389,12,347,122.344,0,255,0,0,100,1,1
390,379,405,41.4073,0,255,0,0,100,1,1
391,111,341,130.089,0,255,0,0,100,1,1
392,348,16,-39.693,0,255,0,0,100,1,1
393,452,64,-43.6049,0,255,0,0,100,1,1
394,305,233,152.658,0,255,0,0,100,1,1
395,380,41,69.1459,0,255,0,0,100,1,1
396,365,251,-155.865,0,255,0,0,100,1,1
397,313,60,-124.681,0,255,0,0,100,1,1
398,404,581,147.09,0,255,0,0,100,1,1
399,190,140,178.276,0,255,0,0,100,1,1
400,100,273,3.02053,0,255,0,0,100,1,1
401,22,566,168.082,0,255,0,0,100,1,1
402,385,416,36.2139,0,255,0,0,100,1,1
403,246,388,172.057,0,255,0,0,100,1,1
404,296,241,-26.4919,0,255,0,0,100,1,1
405,461,256,-72.7885,0,255,0,0,100,1,1
406,537,391,-41.0278,0,255,0,0,100,1,1
407,492,510,-31.3353,0,255,0,0,100,1,1
408,433,355,-72.4886,0,255,0,0,100,1,1
409,156,18,113.272,0,255,0,0,100,1,1
410,261,355,-59.6885,0,255,0,0,100,1,1
411,327,109,53.3831,0,255,0,0,100,1,1
412,501,234,136.038,0,255,0,0,100,1,1
413,576,75,170.426,0,255,0,0,100,1,1
414,48,119,23.4673,0,255,0,0,100,1,1
415,330,508,-76.5987,0,255,0,0,100,1,1
416,367,554,-15.8653,0,255,0,0,100,1,1
417,63,276,55.0534,0,255,0,0,100,1,1
418,410,464,29.7658,0,255,0,0,100,1,1
419,509,114,-92.0593,0,255,0,0,100,1,1
420,197,539,106.366,0,255,0,0,100,1,1
421,92,534,90.464,0,255,0,0,100,1,1
422,331,377,61.0231,0,255,0,0,100,1,1
423,309,29,156.633,0,255,0,0,100,1,1
424,433,92,129.547,0,255,0,0,100,1,1
425,560,361,5.65476,0,255,0,0,100,1,1
426,205,58,-6.83794,0,255,0,0,100,1,1
427,359,166,89.7932,0,255,0,0,100,1,1
428,43,126,-27.9274,0,255,0,0,100,1,1
429,504,55,-33.294,0,255,0,0,100,1,1
430,515,300,136.301,0,255,0,0,100,1,1
431,198,196,64.0346,0,255,0,0,100,1,1
432,378,187,55.8747,0,255,0,0,100,1,1
433,523,557,71.591,0,255,0,0,100,1,1
434,94,368,64.76,0,255,0,0,100,1,1
435,43,28,44.2013,0,255,0,0,100,1,1
436,236,203,11.2093,0,255,0,0,100,1,1
437,462,397,-47.5661,0,255,0,0,100,1,1
438,148,326,-152.237,0,255,0,0,100,1,1
439,281,74,104.351,0,255,0,0,100,1,1
440,469,489,77.063,0,255,0,0,100,1,1
441,294,369,24.5739,0,255,0,0,100,1,1
442,152,165,156.707,0,255,0,0,100,1,1
443,566,70,-162.069,0,255,0,0,100,1,1
444,105,550,-12.8375,0,255,0,0,100,1,1
445,573,570,-140.868,0,255,0,0,100,1,1
446,93,514,-71.0371,0,255,0,0,100,1,1
447,514,425,-113.185,0,255,0,0,100,1,1
448,88,428,-152.258,0,255,0,0,100,1,1
449,299,94,92.0255,0,255,0,0,100,1,1
450,147,342,52.1889,0,255,0,0,100,1,1
451,364,464,172.823,0,255,0,0,100,1,1
452,91,442,-107.448,0,255,0,0,100,1,1
453,464,565,15.1701,0,255,0,0,100,1,1
454,291,539,105.424,0,255,0,0,100,1,1
455,510,192,-71.7478,0,255,0,0,100,1,1
456,431,473,-5.45002,0,255,0,0,100,1,1
457,495,430,152.798,0,255,0,0,100,1,1
458,453,93,-10.7574,0,255,0,0,100,1,1
459,87,137,-106.557,0,255,0,0,100,1,1
460,195,384,160.705,0,255,0,0,100,1,1
461,385,246,39.8015,0,255,0,0,100,1,1
462,197,554,102.402,0,255,0,0,100,1,1
463,423,194,-25.1742,0,255,0,0,100,1,1
464,94,192,144.19,0,255,0,0,100,1,1
465,183,264,-30.089,0,255,0,0,100,1,1
466,480,99,-24.662,0,255,0,0,100,1,1
467,352,430,-176.648,0,255,0,0,100,1,1
468,357,356,1.06988,0,255,0,0,100,1,1
469,177,226,-115.356,0,255,0,0,100,1,1
470,107,105,-74.2722,0,255,0,0,100,1,1
471,175,304,-107.147,0,255,0,0,100,1,1
472,404,38,-119.092,0,255,0,0,100,1,1
473,245,197,-5.60787,0,255,0,0,100,1,1
474,377,500,-66.8382,0,255,0,0,100,1,1
475,548,92,-113.787,0,255,0,0,100,1,1
476,19,234,-56.7061,0,255,0,0,100,1,1
477,60,100,-125.739,0,255,0,0,100,1,1
478,257,580,-177.212,0,255,0,0,100,1,1
479,200,462,-178.731,0,255,0,0,100,1,1
480,228,140,-58.7276,0,255,0,0,100,1,1
481,82,372,94.5387,0,255,0,0,100,1,1
482,340,292,-98.8519,0,255,0,0,100,1,1
483,341,317,129.724,0,255,0,0,100,1,1
484,529,474,-21.2545,0,255,0,0,100,1,1
485,121,359,70.2553,0,255,0,0,100,1,1
486,293,185,-72.461,0,255,0,0,100,1,1
487,54,574,74.7403,0,255,0,0,100,1,1
488,148,262,104.598,0,255,0,0,100,1,1
489,327,405,-41.0225,0,255,0,0,100,1,1
490,158,248,-57.58,0,255,0,0,100,1,1
491,559,232,-19.8343,0,255,0,0,100,1,1
492,31,166,12.2427,0,255,0,0,100,1,1
493,500,577,-115.267,0,255,0,0,100,1,1
494,11,28,122.108,0,255,0,0,100,1,1
495,452,160,2.76024,0,255,0,0,100,1,1
496,402,67,97.6472,0,255,0,0,100,1,1
497,64,358,-144.296,0,255,0,0,100,1,1
498,82,290,-125.649,0,255,0,0,100,1,1
499,560,342,61.8102,0,255,0,0,100,1,1
### ### ###
#
# Physical Objects
#
# id, x, y, isVisible
#
#
0,424,85,1
1,537,127,1
2,242,167,1
### ### ###
#
# Landmarks
#
# id, x, y
#
#
